Name,Idx,Lvl,Speed,AC,Attacks,Dam,Body,Str,Int,Wis,Dex,Con,Chr,Life,Disarm,Device,Save,Stealth,Search,Perception,Melee,Bows
"Trapper",565,36,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Bodak",566,36,0,0,0,0,Standard,2,0,-2,1,4,0,109,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"Time bomb",567,36,20,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Mezzodaemon",568,36,0,0,0,0,Monk,2,0,-2,1,4,0,109,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"Elder thing",569,36,0,70,0,0,Elder Thing,2,0,-2,1,4,0,109,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"Ice elemental",570,36,0,60,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Ipsissimus",571,36,0,0,0,0,Standard,-1,-3,3,-1,0,2,100,="25+7",="35+11",="40+12",2,16,18,="48+13",="35+11"
"The Greater Hell Magic Mushroom Were-Quylthulg",572,36,10,80,0,0,Demonic Horror,5,-3,-3,-1,3,2,111,="14+7",="20+10",="29+10",0,17,21,="77+14",="63+25"
"Lord Borel of Hendrake",573,36,10,0,0,0,Standard,2,1,1,3,3,2,103,="24+7",="28+10",="35+10",4,21,29,="67+14",="70+25"
"Chaos spawn",574,36,0,50,0,0,Eye2,2,-1,-1,5,4,2,105,="40+12",="26+7",="41+10",6,26,17,="60+30",="65+30"
"Mummified troll",575,37,0,0,0,0,Standard,6,-8,-8,3,6,-2,124,="20+12",="13+7",="36+10",0,13,7,="85+30",="55+30"
"Fire angel",576,37,10,100,0,0,Dragon,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Crypt thing",577,37,10,0,0,0,Standard,2,3,-2,1,1,2,106,="25+7",="37+11",="39+10",1,17,24,="66+18",="50+15"
"Chaos butterfly",578,37,10,60,0,0,Standard,2,-1,-1,5,4,2,105,="40+12",="26+7",="41+10",6,26,17,="60+30",="65+30"
"Time elemental",579,37,10,70,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Flying polyp",580,37,10,70,0,0,Polyp,6,-4,-3,1,4,2,117,="20+12",="17+7",="30+10",0,13,7,="82+30",="58+30"
"The Queen Ant",581,37,10,100,0,0,Ant,5,-2,-2,-1,3,2,116,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Will o' the wisp",582,37,20,150,0,0,Wisp,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Shan",583,37,10,120,0,0,Shan,4,-1,-2,-1,4,2,113,="15+7",="24+11",="33+10",0,13,17,="77+20",="43+17"
"Magma elemental",584,37,0,70,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Black pudding",585,37,0,18,0,0,Jelly6,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Killer iridescent beetle",586,37,0,60,0,0,Beetle,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"Nexus vortex",587,37,10,40,0,0,Vortex6,1,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Plasma vortex",588,37,10,40,0,0,Vortex6,1,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Mature red dragon",589,37,5,80,0,0,Dragon,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Mature gold dragon",590,37,5,80,0,0,Dragon,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Crystal drake",591,37,10,100,0,0,Dragon,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Mature black dragon",592,37,5,55,0,0,Dragon,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Mature multi-hued dragon",593,38,7,65,0,0,Dragon,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Sky whale",594,38,0,75,0,0,Fish,-1,6,4,1,-2,0,102,="40+7",="48+11",="45+10",4,23,28,="46+18",="45+15"
"Father Dagon",595,38,10,80,0,0,Standard,-1,-4,2,0,2,1,99,="22+7",="36+11",="39+12",3,15,18,="53+13",="32+11"
"Mother Hydra",596,38,10,80,0,0,Standard,2,1,-1,2,2,0,104,="27+7",="38+11",="35+10",3,17,26,="61+18",="47+15"
"Death knight",597,38,10,0,0,0,Standard,4,-1,3,2,5,2,111,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"Mandor, Master of the Logrus",598,38,10,0,0,0,Standard,0,2,1,3,-2,5,99,="25+7",="32+10",="44+10",5,26,28,="47+14",="69+25"
"Time vortex",599,38,20,40,0,0,Vortex7,1,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Shimmering vortex",600,38,30,30,0,0,Vortex6,1,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Ancient blue dragon",601,38,10,80,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Ancient bronze dragon",602,38,10,100,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Beholder",603,38,10,80,0,0,Eye6,-3,6,-1,4,-1,-1,94,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"Emperor wight",604,38,10,0,0,0,Standard,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Seraph",605,38,10,68,0,0,Standard,5,-3,5,1,4,5,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Loge, Spirit of Fire",606,38,10,50,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Black wraith",607,38,10,0,0,0,Standard,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Nightgaunt",608,38,0,50,0,0,Bloodthirster,2,0,-2,1,4,0,109,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"Baron of hell",609,38,0,130,0,0,Standard,2,0,-2,1,4,0,109,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"Scylla",610,39,15,90,0,0,Hydra5,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Monastic lich",611,39,10,0,0,0,Monk,2,0,-1,3,3,2,110,="40+15",="34+11",="39+10",4,31,32,="74+18",="60+18"
"Nether wraith",612,39,10,0,0,0,Standard,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Fire vampire",613,39,10,0,0,0,Vampire,5,4,-2,2,2,3,112,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"7-headed hydra",614,39,10,90,0,0,Hydra4,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Moire, Queen of Rebma",615,39,10,40,0,0,Standard,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Kavlax the Many-Headed",616,39,10,85,0,0,Kavlax,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Ancient white dragon",617,39,10,90,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Ancient green dragon",618,39,10,85,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Chthonian",619,39,10,90,0,0,Chthonian,7,3,2,-1,3,4,116,="25+7",="40+11",="37+10",0,19,24,="81+18",="50+15"
"Eldrak",620,40,5,128,0,0,Ettin,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Ettin",621,39,0,86,0,0,Ettin,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Night mare",622,39,10,85,0,0,Horse,4,-1,-4,2,3,2,115,="20+12",="18+7",="34+10",0,13,10,="80+30",="55+30"
"Vampire lord",623,39,10,0,0,0,Vampire,5,4,-2,2,2,3,112,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"Ancient black dragon",624,39,10,90,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Weird fume",625,40,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Spawn of Ubbo-Sathla",626,40,5,40,0,0,Jelly6,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Hammer of hell",627,24,-10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Malekith the Accursed",628,40,15,0,0,0,Standard,-5,6,2,3,-4,1,92,="35+7",="47+15",="50+11",6,24,32,="29+6",="26+7"
"Morgenstern, Julian's Steed",629,40,20,100,0,0,Horse,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"Spirit troll",630,40,0,90,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"War troll",631,40,10,100,0,0,Standard,12,-24,-21,1,7,2,171,="-105+0",="-1006+0",="-205+0",-102,-101,-95,="140+50",="-2006+0"
"Disenchanter worm mass",632,40,-10,5,0,0,Worm,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"Rotting quylthulg",633,40,10,0,0,0,Quylthulg,-5,0,-2,2,0,12,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"Lesser titan",634,40,10,0,0,0,Standard,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"9-headed hydra",635,40,10,95,0,0,Hydra5,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Enchantress",636,40,20,0,0,0,Standard,0,2,1,3,-2,5,99,="25+7",="32+10",="44+10",5,26,28,="47+14",="69+25"
"Archpriest",637,40,10,0,0,0,Standard,1,-5,5,-3,2,3,103,="27+7",="40+11",="46+12",1,23,18,="63+13",="35+11"
"Sorcerer",638,40,20,0,0,0,Standard,-3,6,-1,4,-1,-1,94,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"Xaren",639,40,10,80,0,0,Xorn,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"Jubjub bird",640,40,0,70,0,0,Giant Bird,3,1,0,5,4,2,100,="49+15",="37+11",="39+10",7,35,37,="79+18",="67+18"
"Minotaur",641,40,20,0,0,0,Minotaur,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Jasra, Brand's Mistress",642,40,10,0,0,0,Naga,3,0,-1,1,2,-1,108,="18+7",="23+11",="33+10",0,15,20,="75+20",="43+17"
"Death drake",643,40,10,100,0,0,Dragon,6,0,1,-1,3,5,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Ancient red dragon",644,40,10,100,0,0,Dragon,6,0,1,-1,3,5,129,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Ancient gold dragon",645,40,10,100,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Great crystal drake",646,40,10,100,0,0,Dragon,6,0,1,-1,3,5,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Wyrd sister",647,40,15,0,0,0,Standard,-2,0,5,1,-2,5,97,="30+7",="42+11",="52+12",5,24,20,="43+13",="41+11"
"Clubber demon",648,40,0,50,0,0,Standard,5,-3,-3,0,5,1,109,="22+12",="26+9",="34+12",1,13,12,="75+30",="17+7"
"Death quasit",649,40,20,0,0,0,Standard,2,0,-2,1,4,0,109,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"Giganto the Gargantuan",650,38,0,75,0,0,Fish,8,-4,-3,0,5,4,114,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Strygalldwir",651,41,10,60,0,0,Standard,2,0,-2,1,4,0,109,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"Fallen angel",652,41,20,140,0,0,Standard,5,-3,5,1,4,5,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Giant headless",653,41,0,0,0,0,Headless,6,-1,-3,1,4,1,118,="39+15",="32+12",="33+10",3,31,29,="85+21",="60+14"
"Judge Fire",654,41,10,0,0,0,Standard,2,2,-3,0,3,2,111,="15+7",="25+11",="37+10",0,13,20,="75+20",="40+17"
"Ubbo-Sathla, the Unbegotten Source",655,41,10,80,0,0,Jelly7,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Judge Mortis",656,41,10,0,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Dark elven sorceror",657,41,20,0,0,0,Standard,-5,6,2,3,-4,1,92,="35+7",="47+15",="50+11",6,24,32,="29+6",="26+7"
"Master lich",658,41,10,0,0,0,Standard,-4,4,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"Byakhee",659,41,0,40,0,0,Standard,2,0,-2,1,4,0,109,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"Rinaldo, Son of Brand",660,41,10,0,0,0,Standard,2,1,1,3,3,2,103,="24+7",="28+10",="35+10",4,21,29,="67+14",="70+25"
"Archon",661,41,20,140,0,0,Standard,5,-3,5,1,4,5,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Formless spawn of Tsathoggua",662,41,0,50,0,0,Jelly6,2,0,-2,1,4,0,109,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"Hunting horror",663,42,0,90,0,0,Standard,2,0,-2,1,4,0,109,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"Undead beholder",664,42,10,100,0,0,Eye6,-6,4,1,4,0,-1,87,="45+7",="48+15",="48+11",8,28,35,="24+6",="30+7"
"Shadow demon",665,42,10,0,0,0,Standard,-6,1,5,1,-2,-1,90,="35+7",="45+11",="52+12",7,21,22,="33+13",="30+11"
"Iron lich",666,42,10,0,0,0,Skull,5,-1,-4,-1,4,3,111,="20+12",="25+9",="38+12",-1,13,10,="80+30",="20+7"
"Dread",667,40,10,0,0,0,Standard,3,4,-2,6,2,2,108,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"Greater basilisk",668,42,10,100,0,0,Giant Reptile,7,-4,-3,3,4,3,123,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Charybdis",669,49,10,100,0,0,Fish,8,-4,-3,0,5,4,114,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Jack of Shadows",670,42,20,0,0,0,Standard,3,4,-2,6,2,2,97,="49+15",="46+12",="48+10",16,35,38,="70+21",="75+14"
"Zephyr Lord",671,43,15,0,0,0,Standard,4,2,-2,0,1,4,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"Juggernaut of Khorne",672,43,10,90,0,0,Hound,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"Mumak",673,40,0,55,0,0,Elephant,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Judge Fear",674,43,10,0,0,0,Standard,4,2,-2,0,1,4,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"Ancient multi-hued dragon",675,43,10,100,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Ethereal dragon",676,43,10,100,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Dark young of Shub-Niggurath",677,43,10,75,0,0,Tree,7,-2,0,-4,5,2,116,="20+12",="26+9",="40+12",-1,14,11,="85+30",="17+7"
"Colour out of space",678,43,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Quaker, Master of Earth",679,43,0,97,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Death leprechaun",680,44,10,0,0,0,Standard,1,2,-2,6,3,3,84,="49+15",="33+10",="48+10",19,51,46,="80+25",="50+11"
"Chaugnar Faugn, Horror from the Hills",681,44,0,125,0,0,Standard,4,-1,-2,-1,4,2,113,="15+7",="24+11",="33+10",0,13,17,="77+20",="43+17"
"Lloigor",682,44,10,100,0,0,Vortex7,1,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Utgard-Loke",683,44,10,0,0,0,Standard,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Quachil Uttaus, Treader of the Dust",684,44,10,0,0,0,Standard,3,-2,-2,-2,2,1,106,="20+7",="20+8",="40+15",-1,12,12,="50+15",="30+15"
"Shoggoth",685,44,30,80,0,0,Jelly7,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Judge Death",686,44,10,0,0,0,Standard,4,2,-2,0,1,4,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"Ariel, Queen of Air",687,44,20,50,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"11-headed hydra",688,44,10,100,0,0,Hydra5,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"High priest",689,44,10,0,0,0,Standard,-2,0,5,1,-2,5,97,="30+7",="42+11",="52+12",5,24,20,="43+13",="41+11"
"Dreadmaster",690,44,10,0,0,0,Standard,3,4,-2,6,2,2,108,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"Drolem",691,48,10,130,0,0,Dragon,9,-7,-7,-3,7,2,116,="20+12",="20+9",="41+12",-1,13,10,="90+30",="20+7"
"Scatha the Worm",692,44,10,130,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Warrior of the Dawn",693,45,10,0,0,0,Standard,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"Legate of the Damned",694,50,10,0,0,0,Standard,-4,4,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"Zoth-Ommog",695,45,10,50,0,0,Giant Reptile,8,-4,-3,0,5,4,114,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Nazgul",696,63,15,0,0,0,Standard,4,2,-2,0,1,6,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"Smaug the Golden",697,45,10,100,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"The Stormbringer",698,45,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Ultra-elite paladin",699,45,10,0,0,0,Standard,4,-1,3,2,5,2,111,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"Leprechaun fanatic",700,46,13,0,0,0,Standard,1,4,1,5,-1,4,106,="50+15",="44+12",="48+10",8,40,36,="55+21",="66+14"
"Dracolich",701,46,10,120,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Greater titan",702,46,10,0,0,0,Standard,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Dracolisk",703,46,10,120,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Fastitocalon",704,51,10,150,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Spectral tyrannosaurus",705,46,10,120,0,0,Giant Reptile,6,-4,-3,-1,4,3,109,="18+7",="13+8",="42+15",-2,13,9,="62+15",="36+15"
"Yibb-Tstll the Patient One",706,46,10,0,0,0,Demonic Horror,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Ghatanothoa",707,46,10,100,0,0,Demonic Horror,8,-4,-3,0,5,4,114,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Ent",708,46,10,120,0,0,Standard,7,-2,0,-4,5,2,116,="20+12",="26+9",="40+12",-1,14,11,="85+30",="17+7"
"Hru",709,56,10,150,0,0,Standard,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Itangast the Fire Drake",710,47,10,100,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Death mold",711,47,30,60,0,0,Mold,8,-4,-4,0,5,1,124,="19+12",="13+7",="28+10",-1,13,7,="95+30",="55+30"
"Fafner the Dragon",712,47,10,100,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Fangorn",713,47,10,120,0,0,Standard,7,-2,0,-4,5,2,116,="20+12",="26+9",="40+12",-1,14,11,="85+30",="17+7"
"Zhar the Twin Obscenity",714,47,10,120,0,0,Demonic Horror,8,-4,-3,0,5,4,114,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Glaurung, Father of the Dragons",715,48,10,120,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Behemoth",716,64,15,180,0,0,Dragon,9,-1,0,0,5,4,126,="20+12",="21+7",="32+10",-1,15,10,="95+30",="55+30"
"Garm, Guardian of Hel",717,49,10,120,0,0,Hound,8,-4,-3,0,5,4,125,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Greater wall monster",718,50,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Nycadaemon",719,50,10,80,0,0,Standard,6,3,-11,2,5,3,117,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"Greater Balrog",720,79,20,210,0,0,Standard,6,3,-11,2,5,3,117,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"Goat of Mendes",721,50,10,66,0,0,Horse,5,5,-1,0,1,3,108,="34+7",="42+11",="42+10",6,19,24,="61+18",="50+15"
"Nightwing",722,50,10,0,0,0,Standard,4,2,-2,0,1,5,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"Maulotaur",723,50,20,50,0,0,Minotaur,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Nether hound",724,51,10,100,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Time hound",725,51,15,100,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Plasma hound",726,51,10,100,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Demonic quylthulg",727,51,10,0,0,0,Quylthulg,-5,0,-2,2,0,12,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"Great Storm Wyrm",728,58,13,175,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Ulik the Troll",729,51,20,120,0,0,Standard,13,-6,-3,0,9,0,131,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Baphomet the Minotaur Lord",730,51,20,120,0,0,Minotaur,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Hell knight",731,52,10,0,0,0,Standard,4,-1,3,2,5,2,111,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"Bull Gates",732,52,30,0,0,0,Standard,1,3,-2,5,2,0,104,="55+15",="43+12",="43+10",8,38,37,="52+21",="68+14"
"Santa Claus",733,52,40,0,0,0,Standard,1,4,1,5,-1,4,106,="50+15",="44+12",="48+10",8,40,36,="55+21",="66+14"
"Eihort, the Thing in the Labyrinth",734,53,10,90,0,0,Jelly7,8,-4,-3,0,5,4,114,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"The King in Yellow",735,53,10,0,0,0,Standard,2,2,-3,0,3,2,111,="15+7",="25+11",="37+10",0,13,20,="75+20",="40+17"
"Great unclean one",736,63,10,150,0,0,Demonic Horror,6,3,-11,2,5,3,117,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"Lord of Chaos",737,60,20,0,0,0,Standard,3,1,0,5,4,2,100,="49+15",="37+11",="39+10",7,35,37,="79+18",="67+18"
"Khamul the Easterling",738,53,10,0,0,0,Standard,4,2,-2,0,1,6,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"Hound of Tindalos",739,54,10,100,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Lesser kraken",740,54,10,150,0,0,Kraken,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Great Ice Wyrm",741,54,12,170,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Demilich",742,54,10,0,0,0,Standard,-4,6,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"The Phoenix",743,54,10,130,0,0,Giant Bird,3,1,0,5,4,2,100,="49+15",="37+11",="39+10",7,35,37,="79+18",="67+18"
"Nightcrawler",744,54,10,160,0,0,Giant Worm,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Lord of Change",745,61,20,150,0,0,Giant Bird,3,1,0,5,4,2,100,="49+15",="37+11",="39+10",7,35,37,="79+18",="67+18"
"Keeper of Secrets",746,61,20,150,0,0,Keeper of Secrets,8,-4,-3,0,5,4,114,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Shudde M'ell",747,54,15,90,0,0,Chthonian,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Hand druj",748,55,20,0,0,0,Disembodied Hand,-4,4,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"Eye druj",749,55,20,0,0,0,Disembodied Eye,-4,4,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"Skull druj",750,65,20,0,0,0,Skull,-4,4,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
