Class,Realm,Index,Name,Level,Cost,Fail
"Yellow-Mage","Chaos",16,"Invoke Logrus",33,40,85
"Yellow-Mage","Chaos",17,"Polymorph Other",11,7,45
"Yellow-Mage","Chaos",18,"Chain Lightning",15,15,80
"Yellow-Mage","Chaos",19,"Arcane Binding",16,14,80
"Yellow-Mage","Chaos",20,"Disintegrate",27,25,85
"Yellow-Mage","Chaos",21,"Alter Reality",30,25,85
"Yellow-Mage","Chaos",22,"Magic Rocket",40,41,80
"Yellow-Mage","Chaos",23,"Chaos Branding",45,90,80
"Yellow-Mage","Chaos",24,"Summon Demon",47,100,90
"Yellow-Mage","Chaos",25,"Beam of Gravity",25,20,66
"Yellow-Mage","Chaos",26,"Meteor Swarm",35,32,85
"Yellow-Mage","Chaos",27,"Flame Strike",37,34,75
"Yellow-Mage","Chaos",28,"Call Chaos",39,42,85
"Yellow-Mage","Chaos",29,"Polymorph Self",42,50,85
"Yellow-Mage","Death",1,"Detect Unlife",1,1,25
"Yellow-Mage","Death",2,"Malediction",2,2,25
"Yellow-Mage","Death",3,"Detect Evil",2,2,25
"Yellow-Mage","Death",4,"Stinking Cloud",3,3,27
"Yellow-Mage","Death",5,"Black Sleep",5,5,30
"Yellow-Mage","Death",6,"Undead Resistance",7,10,75
"Yellow-Mage","Death",7,"Horrify",9,9,30
"Yellow-Mage","Death",8,"Enslave Undead",10,10,30
"Yellow-Mage","Death",9,"Orb of Entropy",12,12,40
"Yellow-Mage","Death",10,"Nether Bolt",13,12,30
"Yellow-Mage","Death",11,"Cloud kill",18,15,50
"Yellow-Mage","Death",12,"Genocide One",24,21,60
"Yellow-Mage","Death",13,"Poison Branding",30,75,80
"Yellow-Mage","Death",14,"Vampiric Drain",32,30,60
"Yellow-Mage","Death",15,"Animate dead",36,35,80
"Yellow-Mage","Death",16,"Genocide",39,30,95
"Yellow-Mage","Death",17,"Berserk",10,20,80
"Yellow-Mage","Death",18,"Invoke Spirits",10,15,80
"Yellow-Mage","Death",19,"Dark Bolt",11,11,30
"Yellow-Mage","Death",20,"Battle Frenzy",30,25,75
"Yellow-Mage","Death",21,"Vampiric Branding",34,90,70
"Yellow-Mage","Death",22,"Vampirism True",38,35,60
"Yellow-Mage","Death",23,"Nether Wave",40,35,70
"Yellow-Mage","Death",24,"Darkness Storm",42,40,70
"Yellow-Mage","Death",25,"Death Ray",25,20,75
"Yellow-Mage","Death",26,"Raise the Dead",30,66,95
"Yellow-Mage","Death",27,"Esoteria",35,40,95
"Yellow-Mage","Death",28,"Polymorph Vampire",40,40,80
"Yellow-Mage","Death",29,"Restore Life",42,50,75
"Yellow-Mage","Trump",1,"Phase Door",1,1,25
"Yellow-Mage","Trump",2,"Trump Spiders",3,3,25
"Yellow-Mage","Trump",3,"Shuffle",5,5,37
"Yellow-Mage","Trump",4,"Reset Recall",6,6,40
"Yellow-Mage","Trump",5,"Teleport",7,7,20
"Yellow-Mage","Trump",6,"Trump Spying",11,12,30
"Yellow-Mage","Trump",7,"Teleport Away",14,15,30
"Yellow-Mage","Trump",8,"Trump Animals",18,20,30
"Yellow-Mage","Trump",9,"Trump Reach",20,20,40
"Yellow-Mage","Trump",10,"Trump Kamikaze",23,20,35
"Yellow-Mage","Trump",11,"Phantasmal Servant",25,24,30
"Yellow-Mage","Trump",12,"Haste Monster",30,28,40
"Yellow-Mage","Trump",13,"Teleport Level",33,30,35
"Yellow-Mage","Trump",14,"Dimension Door",35,33,45
"Yellow-Mage","Trump",15,"Word of Recall",40,35,40
"Yellow-Mage","Trump",16,"Banish",42,40,35
"Yellow-Mage","Trump",17,"Swap Position",22,35,70
"Yellow-Mage","Trump",18,"Trump Undead",24,24,35
"Yellow-Mage","Trump",19,"Trump Reptiles",26,26,35
"Yellow-Mage","Trump",20,"Trump Monsters",30,25,35
"Yellow-Mage","Trump",21,"Trump Hounds",30,30,35
"Yellow-Mage","Trump",22,"Trump Branding",35,70,40
"Yellow-Mage","Trump",23,"Living Trump",40,100,45
"Yellow-Mage","Trump",24,"Trump Cyberdemon",45,100,45
"Yellow-Mage","Trump",25,"Trump Divination",30,30,30
"Yellow-Mage","Trump",26,"Trump Lore",35,50,45
"Yellow-Mage","Trump",27,"Heal Monster",36,55,40
"Yellow-Mage","Trump",28,"Trump Dragon",39,80,40
"Yellow-Mage","Trump",29,"Trump Meteor",41,45,70
"Yellow-Mage","Trump",30,"Trump Demon",47,100,40
"Yellow-Mage","Trump",31,"Trump Greater Undead",48,100,40
"Yellow-Mage","Trump",32,"Trump Ancient Dragon",49,100,40
"Yellow-Mage","Arcane",1,"Zap",1,1,20
"Yellow-Mage","Arcane",2,"Wizard Lock",1,1,33
"Yellow-Mage","Arcane",3,"Detect Invisibility",1,1,33
"Yellow-Mage","Arcane",4,"Detect Monsters",2,1,33
"Yellow-Mage","Arcane",5,"Blink",2,2,33
"Yellow-Mage","Arcane",6,"Light Area",4,4,40
"Yellow-Mage","Arcane",7,"Trap & Door Destruction",5,5,33
"Yellow-Mage","Arcane",8,"Cure Light Wounds",6,5,44
"Yellow-Mage","Arcane",9,"Detect Doors & Traps",7,6,40
"Yellow-Mage","Arcane",10,"Phlogiston",8,8,60
"Yellow-Mage","Arcane",11,"Detect Treasure",9,8,50
"Yellow-Mage","Arcane",12,"Detect Enchantment",9,9,50
"Yellow-Mage","Arcane",13,"Detect Objects",9,9,50
"Yellow-Mage","Arcane",14,"Cure Poison",11,10,50
"Yellow-Mage","Arcane",15,"Resist Cold",12,12,50
"Yellow-Mage","Arcane",16,"Resist Fire",13,12,50
"Yellow-Mage","Arcane",17,"Resist Lightning",14,12,50
"Yellow-Mage","Arcane",18,"Resist Acid",15,12,50
"Yellow-Mage","Arcane",19,"Cure Medium Wounds",16,14,33
"Yellow-Mage","Arcane",20,"Teleport",18,15,50
"Yellow-Mage","Arcane",21,"Identify",20,20,60
"Yellow-Mage","Arcane",22,"Stone to Mud",22,16,60
"Yellow-Mage","Arcane",23,"Ray of Light",25,18,60
"Yellow-Mage","Arcane",24,"Satisfy Hunger",28,20,70
"Yellow-Mage","Arcane",25,"See Invisible",28,20,60
"Yellow-Mage","Arcane",26,"Resist Poison",31,25,70
"Yellow-Mage","Arcane",27,"Teleport Level",35,35,80
"Yellow-Mage","Arcane",28,"Teleport Away",40,30,70
"Yellow-Mage","Arcane",29,"Recharging",41,30,66
"Yellow-Mage","Arcane",30,"Detection",42,30,80
"Yellow-Mage","Arcane",31,"Word of Recall",45,50,70
"Yellow-Mage","Arcane",32,"Clairvoyance",49,100,80
"Yellow-Mage","Craft",1,"Minor Enchantment",1,1,20
"Yellow-Mage","Craft",2,"Regeneration",2,2,20
"Yellow-Mage","Craft",3,"Satisfy Hunger",3,3,30
"Yellow-Mage","Craft",4,"Resist Cold",5,5,35
"Yellow-Mage","Craft",5,"Resist Fire",6,5,35
"Yellow-Mage","Craft",6,"Heroism",8,6,45
"Yellow-Mage","Craft",7,"Resist Lightning",9,5,35
"Yellow-Mage","Craft",8,"Resist Acid",10,5,35
"Yellow-Mage","Craft",9,"See Invisibility",12,12,45
"Yellow-Mage","Craft",10,"Remove Curse",15,14,40
"Yellow-Mage","Craft",11,"Resist Poison",17,15,60
"Yellow-Mage","Craft",12,"Berserk",20,17,55
"Yellow-Mage","Craft",13,"Self Knowledge",23,18,85
"Yellow-Mage","Craft",14,"Identify",26,22,50
"Yellow-Mage","Craft",15,"Curing",29,30,60
"Yellow-Mage","Craft",16,"Elemental Branding",38,65,95
"Yellow-Mage","Craft",17,"Telepathy",12,12,45
"Yellow-Mage","Craft",18,"Stone Skin",14,10,75
"Yellow-Mage","Craft",19,"Resistance",20,20,85
"Yellow-Mage","Craft",20,"Haste Self",24,12,60
"Yellow-Mage","Craft",21,"Whirlwind Attack",30,30,60
"Yellow-Mage","Craft",22,"Polish Shield",34,50,70
"Yellow-Mage","Craft",23,"Weaponmastery",41,60,70
"Yellow-Mage","Craft",24,"Magical Armor",45,55,70
"Yellow-Mage","Craft",25,"Remove All Curse",14,14,65
"Yellow-Mage","Craft",26,"Walk through Wall",30,55,80
"Yellow-Mage","Craft",27,"Knowledge True",36,45,90
"Yellow-Mage","Craft",28,"Enchantment",38,80,95
"Yellow-Mage","Craft",29,"Crafting",38,100,95
"Yellow-Mage","Craft",30,"Living Trump",43,100,70
"Yellow-Mage","Daemon",1,"Magic Missile",1,1,20
"Yellow-Mage","Daemon",2,"Detect Unlife",2,1,22
"Yellow-Mage","Daemon",3,"Evil Bless",3,2,25
"Yellow-Mage","Daemon",4,"Resist Fire",4,5,30
"Yellow-Mage","Daemon",5,"Horrify",7,5,45
"Yellow-Mage","Daemon",6,"Nether Bolt",10,7,40
"Yellow-Mage","Daemon",7,"Summon Manes",11,9,35
"Yellow-Mage","Daemon",8,"Hellish Flame",13,13,40
"Yellow-Mage","Daemon",9,"Dominate Demon",15,14,45
"Yellow-Mage","Daemon",10,"Vision",17,15,60
"Yellow-Mage","Daemon",11,"Resist Nether",20,18,50
"Yellow-Mage","Daemon",12,"Plasma bolt",23,15,50
"Yellow-Mage","Daemon",13,"Fire Ball",25,16,50
"Yellow-Mage","Daemon",14,"Fire Branding",30,75,80
"Yellow-Mage","Daemon",15,"Nether Ball",32,28,70
"Yellow-Mage","Daemon",16,"Summon Demon",36,70,85
"Yellow-Mage","Daemon",17,"Devilish Eye",12,12,45
"Yellow-Mage","Daemon",18,"Devilish Cloak",15,20,60
"Yellow-Mage","Daemon",19,"The Flow of Lava",25,22,65
"Yellow-Mage","Daemon",20,"Plasma Ball",34,30,80
"Yellow-Mage","Daemon",21,"Polymorph Demon",35,40,80
"Yellow-Mage","Daemon",22,"Nether Wave",36,35,85
"Yellow-Mage","Daemon",23,"Kiss of Succubus",40,40,80
"Yellow-Mage","Daemon",25,"Raise the Morale",9,9,50
"Yellow-Mage","Daemon",26,"Immortal Body",26,25,85
"Yellow-Mage","Daemon",27,"Insanity Circle",36,35,80
"Yellow-Mage","Daemon",28,"Explode Pets",41,50,85
"Yellow-Mage","Daemon",29,"Summon Greater Demon",43,100,90
"Yellow-Mage","Daemon",31,"Send to Hell",47,85,80
"Yellow-Mage","Crusade",1,"Punishment",1,1,20
"Yellow-Mage","Crusade",2,"Detect Evil",2,1,15
"Yellow-Mage","Crusade",3,"Remove Fear",4,3,25
"Yellow-Mage","Crusade",4,"Scare Monster",6,4,30
"Yellow-Mage","Crusade",5,"Sanctuary",7,5,34
"Yellow-Mage","Crusade",6,"Portal",9,7,30
"Yellow-Mage","Crusade",7,"Star Dust",10,10,45
"Yellow-Mage","Crusade",8,"Purify",15,11,55
"Yellow-Mage","Crusade",9,"Scatter Evil",17,15,55
"Yellow-Mage","Crusade",10,"Holy Orb",17,14,50
"Yellow-Mage","Crusade",11,"Exorcism",21,19,60
"Yellow-Mage","Crusade",12,"Remove Curse",23,20,70
"Yellow-Mage","Crusade",13,"Sense Unseen",26,24,50
"Yellow-Mage","Crusade",14,"Protection from Evil",29,23,60
"Yellow-Mage","Crusade",15,"Judgment Thunder",34,32,85
"Yellow-Mage","Crusade",16,"Holy Word",40,35,85
"Yellow-Mage","Crusade",17,"Unbarring Ways",6,5,33
"Yellow-Mage","Crusade",18,"Arrest",18,14,50
"Yellow-Mage","Crusade",19,"Angelic Cloak",21,16,60
"Yellow-Mage","Crusade",20,"Dispel Undead & Demons",25,20,65
"Yellow-Mage","Crusade",21,"Dispel Evil",32,27,70
"Yellow-Mage","Crusade",22,"Holy Blade",34,75,95
"Yellow-Mage","Crusade",23,"Star Burst",40,45,80
"Yellow-Mage","Crusade",24,"Summon Angel",47,100,90
"Yellow-Mage","Crusade",25,"Heroism",9,9,50
"Yellow-Mage","Crusade",26,"Dispel Curse",30,35,80
"Yellow-Mage","Crusade",27,"Banish Evil",32,32,75
"Yellow-Mage","Crusade",28,"Armageddon",40,22,80
"Yellow-Mage","Crusade",29,"An Eye for an Eye",47,40,80
"Yellow-Mage","Crusade",30,"Wrath of the God",50,65,70
"Yellow-Mage","Armageddon",1,"Lightning Bolt",1,3,30
"Yellow-Mage","Armageddon",2,"Frost Bolt",3,3,30
"Yellow-Mage","Armageddon",3,"Fire Bolt",5,4,40
"Yellow-Mage","Armageddon",4,"Acid Bolt",7,5,40
"Yellow-Mage","Armageddon",5,"Lightning Ball",9,7,40
"Yellow-Mage","Armageddon",6,"Frost Ball",11,8,45
"Yellow-Mage","Armageddon",7,"Fire Ball",13,12,45
"Yellow-Mage","Armageddon",8,"Acid Ball",15,13,50
"Yellow-Mage","Armageddon",9,"Shard Bolt",17,13,50
"Yellow-Mage","Armageddon",10,"Gravity Bolt",20,17,60
"Yellow-Mage","Armageddon",11,"Plasma Bolt",22,19,60
"Yellow-Mage","Armageddon",12,"Meteor",25,25,60
"Yellow-Mage","Armageddon",13,"Thunderclap",27,25,60
"Yellow-Mage","Armageddon",14,"Windblast",32,27,60
"Yellow-Mage","Armageddon",15,"Hellstorm",34,30,60
"Yellow-Mage","Armageddon",16,"Rocket",38,40,60
"Yellow-Mage","Armageddon",17,"Ice Bolt",22,20,60
"Yellow-Mage","Armageddon",18,"Water Ball",25,25,60
"Yellow-Mage","Armageddon",19,"Breathe Lightning",28,25,60
"Yellow-Mage","Armageddon",20,"Breathe Frost",30,26,60
"Yellow-Mage","Armageddon",21,"Breathe Fire",32,27,70
"Yellow-Mage","Armageddon",22,"Breathe Acid",35,28,70
"Yellow-Mage","Armageddon",23,"Breathe Plasma",40,33,70
"Yellow-Mage","Armageddon",24,"Breathe Gravity",45,35,70
"Yellow-Mage","Armageddon",25,"Mana Bolt",25,15,50
"Yellow-Mage","Armageddon",26,"Plasma Ball",30,25,60
"Yellow-Mage","Armageddon",27,"Mana Ball",40,32,70
"Yellow-Mage","Armageddon",29,"Breathe Inertia",47,35,70
"Gray-Mage","Life",1,"Cure Light Wounds",1,1,30
"Gray-Mage","Life",2,"Bless",3,2,35
"Gray-Mage","Life",3,"Regeneration",4,3,35
"Gray-Mage","Life",4,"Call Light",5,5,35
"Gray-Mage","Life",5,"Detect Doors & Traps",7,7,35
"Gray-Mage","Life",6,"Cure Medium Wounds",9,8,40
"Gray-Mage","Life",7,"Cure Poison",12,12,40
"Gray-Mage","Life",8,"Satisfy Hunger",15,14,45
"Gray-Mage","Life",9,"Remove Curse",16,16,45
"Gray-Mage","Life",10,"Fasting",17,17,50
"Gray-Mage","Life",11,"Cure Critical Wounds",18,18,50
"Gray-Mage","Life",12,"Resist Heat and Cold",19,19,50
"Gray-Mage","Life",13,"Sense Surroundings",20,20,50
"Gray-Mage","Life",14,"Turn Undead",23,23,50
"Gray-Mage","Life",15,"Healing",30,30,55
"Gray-Mage","Life",16,"Glyph of Warding",35,70,75
"Gray-Mage","Life",17,"Dispel Curse",26,30,50
"Gray-Mage","Life",18,"Perception",28,25,70
"Gray-Mage","Life",19,"Dispel Undead",33,33,60
"Gray-Mage","Life",20,"Sustaining",35,35,60
"Gray-Mage","Life",21,"Cure Mutation",35,35,70
"Gray-Mage","Life",22,"Word of Recall",35,55,80
"Gray-Mage","Life",23,"Transcendence",39,40,80
"Gray-Mage","Life",24,"Warding True",46,70,80
"Gray-Mage","Life",25,"Sterilization",9,15,50
"Gray-Mage","Life",26,"Detection",25,25,50
"Gray-Mage","Life",27,"Annihilate Undead",35,55,80
"Gray-Mage","Life",28,"Clairvoyance",42,100,80
"Gray-Mage","Life",29,"Restoration",45,90,80
"Gray-Mage","Life",30,"Healing True",48,50,80
"Gray-Mage","Life",31,"Holy Vision",49,100,80
"Gray-Mage","Life",32,"Ultimate Resistance",50,100,80
"Gray-Mage","Sorcery",1,"Detect Monsters",1,1,23
"Gray-Mage","Sorcery",2,"Phase Door",1,2,24
"Gray-Mage","Sorcery",3,"Detect Doors and Traps",3,3,25
"Gray-Mage","Sorcery",4,"Light Area",3,3,30
"Gray-Mage","Sorcery",5,"Confuse Monster",4,4,30
"Gray-Mage","Sorcery",6,"Teleport",5,5,35
"Gray-Mage","Sorcery",7,"Sleep Monster",6,5,30
"Gray-Mage","Sorcery",8,"Recharging",7,7,75
"Gray-Mage","Sorcery",9,"Magic Mapping",9,7,75
"Gray-Mage","Sorcery",10,"Mass Identify",10,7,75
"Gray-Mage","Sorcery",11,"Slow Monster",11,7,75
"Gray-Mage","Sorcery",12,"Mass Stasis",13,7,50
"Gray-Mage","Sorcery",13,"Teleport Away",18,12,60
"Gray-Mage","Sorcery",14,"Haste Self",22,12,60
"Gray-Mage","Sorcery",15,"Detection True",28,20,70
"Gray-Mage","Sorcery",16,"Identify True",33,30,75
"Gray-Mage","Sorcery",17,"Inventory Protection",3,3,25
"Gray-Mage","Sorcery",18,"Stair Creation",10,10,80
"Gray-Mage","Sorcery",19,"Sense Minds",14,10,60
"Gray-Mage","Sorcery",20,"Teleport to town",18,30,70
"Gray-Mage","Sorcery",21,"Self Knowledge",20,18,85
"Gray-Mage","Sorcery",22,"Teleport Level",20,18,60
"Gray-Mage","Sorcery",23,"Word of Recall",25,25,75
"Gray-Mage","Sorcery",24,"Dimension Door",40,40,80
"Gray-Mage","Sorcery",25,"Probing",10,10,40
"Gray-Mage","Sorcery",26,"Door Creation",20,20,80
"Gray-Mage","Sorcery",27,"Telekinesis",25,25,75
"Gray-Mage","Sorcery",28,"Clairvoyance",30,40,80
"Gray-Mage","Sorcery",29,"Device Mastery",40,65,90
"Gray-Mage","Sorcery",30,"Alchemy",42,50,90
"Gray-Mage","Sorcery",31,"Banishment",43,40,55
"Gray-Mage","Sorcery",32,"Globe of Invulnerability",45,70,85
"Gray-Mage","Nature",1,"Detect Creatures",1,1,23
"Gray-Mage","Nature",2,"Lightning",3,3,25
"Gray-Mage","Nature",3,"Detect Doors and Traps",3,3,25
"Gray-Mage","Nature",4,"Produce Food",4,4,35
"Gray-Mage","Nature",5,"Daylight",4,4,50
"Gray-Mage","Nature",6,"Wind Walker",4,5,50
"Gray-Mage","Nature",7,"Resist Environment",5,5,50
"Gray-Mage","Nature",8,"Cure Wounds & Poison",5,5,35
"Gray-Mage","Nature",9,"Stone to Mud",5,5,40
"Gray-Mage","Nature",10,"Frost Bolt",5,5,30
"Gray-Mage","Nature",11,"Nature Awareness",7,6,45
"Gray-Mage","Nature",12,"Fire Bolt",7,6,40
"Gray-Mage","Nature",13,"Ray of Sunlight",9,6,30
"Gray-Mage","Nature",14,"Entangle",19,12,55
"Gray-Mage","Nature",15,"Nature's Gate",25,25,90
"Gray-Mage","Nature",16,"Herbal Healing",40,60,90
"Gray-Mage","Nature",17,"Stair Building",9,12,40
"Gray-Mage","Nature",18,"Stone Skin",10,12,75
"Gray-Mage","Nature",19,"Resistance True",15,20,85
"Gray-Mage","Nature",20,"Forest Creation",20,22,80
"Gray-Mage","Nature",21,"Stone Tell",37,40,90
"Gray-Mage","Nature",22,"Wall of Stone",38,45,75
"Gray-Mage","Nature",23,"Protect from Corrosion",40,90,90
"Gray-Mage","Nature",24,"Call Sunlight",42,35,90
"Gray-Mage","Nature",25,"Earthquake",20,18,60
"Gray-Mage","Nature",26,"Fire Storm",23,23,80
"Gray-Mage","Nature",27,"Blizzard",25,25,75
"Gray-Mage","Nature",28,"Lightning Storm",30,27,75
"Gray-Mage","Nature",29,"Whirlpool",35,30,85
"Gray-Mage","Nature",30,"Ice Bolt",37,40,75
"Gray-Mage","Nature",31,"Gravity Storm",39,40,75
"Gray-Mage","Nature",32,"Nature's Wrath",40,75,65
"Gray-Mage","Chaos",1,"Magic Missile",1,1,20
"Gray-Mage","Chaos",2,"Trap / Door Destruction",1,2,22
"Gray-Mage","Chaos",3,"Flash of Light",2,2,25
"Gray-Mage","Chaos",4,"Touch of Confusion",5,5,30
"Gray-Mage","Chaos",5,"Mana Burst",9,6,50
"Gray-Mage","Chaos",6,"Fire Bolt",13,9,45
"Gray-Mage","Chaos",7,"Fist of Force",14,9,45
"Gray-Mage","Chaos",8,"Teleport Self",15,9,35
"Gray-Mage","Chaos",9,"Wonder",17,10,25
"Gray-Mage","Chaos",10,"Chaos Bolt",19,12,45
"Gray-Mage","Chaos",11,"Sonic Boom",21,13,45
"Gray-Mage","Chaos",12,"Doom Bolt",23,15,50
"Gray-Mage","Chaos",13,"Fire Ball",25,16,50
"Gray-Mage","Chaos",14,"Teleport Other",25,18,60
"Gray-Mage","Chaos",15,"Word of Destruction",30,20,80
"Gray-Mage","Chaos",16,"Invoke Logrus",33,40,85
"Gray-Mage","Chaos",17,"Polymorph Other",11,7,45
"Gray-Mage","Chaos",18,"Chain Lightning",15,15,80
"Gray-Mage","Chaos",19,"Arcane Binding",16,14,80
"Gray-Mage","Chaos",20,"Disintegrate",25,25,85
"Gray-Mage","Chaos",21,"Alter Reality",30,25,85
"Gray-Mage","Chaos",22,"Magic Rocket",35,41,80
"Gray-Mage","Chaos",23,"Chaos Branding",45,90,80
"Gray-Mage","Chaos",24,"Summon Demon",47,100,90
"Gray-Mage","Chaos",25,"Beam of Gravity",20,20,66
"Gray-Mage","Chaos",26,"Meteor Swarm",35,32,85
"Gray-Mage","Chaos",27,"Flame Strike",37,34,75
"Gray-Mage","Chaos",28,"Call Chaos",39,42,85
"Gray-Mage","Chaos",29,"Polymorph Self",42,50,85
"Gray-Mage","Chaos",30,"Mana Storm",45,58,85
"Gray-Mage","Chaos",31,"Breathe Logrus",47,75,80
"Gray-Mage","Chaos",32,"Call the Void",49,100,85
"Gray-Mage","Death",1,"Detect Unlife",1,1,25
"Gray-Mage","Death",2,"Malediction",2,2,25
"Gray-Mage","Death",3,"Detect Evil",2,2,25
"Gray-Mage","Death",4,"Stinking Cloud",3,3,27
"Gray-Mage","Death",5,"Black Sleep",5,5,30
"Gray-Mage","Death",6,"Undead Resistance",7,10,75
"Gray-Mage","Death",7,"Horrify",9,9,30
"Gray-Mage","Death",8,"Enslave Undead",10,10,30
"Gray-Mage","Death",9,"Orb of Entropy",12,12,40
"Gray-Mage","Death",10,"Nether Bolt",13,12,30
"Gray-Mage","Death",11,"Cloud kill",18,15,50
"Gray-Mage","Death",12,"Genocide One",24,21,60
"Gray-Mage","Death",13,"Poison Branding",30,75,80
"Gray-Mage","Death",14,"Vampiric Drain",32,30,60
"Gray-Mage","Death",15,"Animate dead",36,35,80
"Gray-Mage","Death",16,"Genocide",39,30,95
"Gray-Mage","Death",17,"Berserk",10,20,80
"Gray-Mage","Death",18,"Invoke Spirits",10,15,80
"Gray-Mage","Death",19,"Dark Bolt",11,11,30
"Gray-Mage","Death",20,"Battle Frenzy",30,25,75
"Gray-Mage","Death",21,"Vampiric Branding",34,90,70
"Gray-Mage","Death",22,"Vampirism True",36,35,60
"Gray-Mage","Death",23,"Nether Wave",38,35,70
"Gray-Mage","Death",24,"Darkness Storm",40,40,70
"Gray-Mage","Death",25,"Death Ray",20,20,75
"Gray-Mage","Death",26,"Raise the Dead",25,66,95
"Gray-Mage","Death",27,"Esoteria",30,40,95
"Gray-Mage","Death",28,"Polymorph Vampire",35,40,80
"Gray-Mage","Death",29,"Restore Life",42,50,75
"Gray-Mage","Death",30,"Mass Genocide",43,75,80
"Gray-Mage","Death",31,"Nether Storm",45,58,85
"Gray-Mage","Death",32,"Wraithform",47,100,90
"Gray-Mage","Trump",1,"Phase Door",1,1,25
"Gray-Mage","Trump",2,"Trump Spiders",3,3,25
"Gray-Mage","Trump",3,"Shuffle",5,5,37
"Gray-Mage","Trump",4,"Reset Recall",6,6,40
"Gray-Mage","Trump",5,"Teleport",7,7,20
"Gray-Mage","Trump",6,"Trump Spying",11,12,30
"Gray-Mage","Trump",7,"Teleport Away",14,15,30
"Gray-Mage","Trump",8,"Trump Animals",18,20,30
"Gray-Mage","Trump",9,"Trump Reach",20,20,40
"Gray-Mage","Trump",10,"Trump Kamikaze",23,20,35
"Gray-Mage","Trump",11,"Phantasmal Servant",25,24,30
"Gray-Mage","Trump",12,"Haste Monster",30,28,40
"Gray-Mage","Trump",13,"Teleport Level",33,30,35
"Gray-Mage","Trump",14,"Dimension Door",35,33,45
"Gray-Mage","Trump",15,"Word of Recall",40,35,40
"Gray-Mage","Trump",16,"Banish",42,40,35
"Gray-Mage","Trump",17,"Swap Position",22,35,70
"Gray-Mage","Trump",18,"Trump Undead",24,24,35
"Gray-Mage","Trump",19,"Trump Reptiles",26,26,35
"Gray-Mage","Trump",20,"Trump Monsters",30,25,35
"Gray-Mage","Trump",21,"Trump Hounds",30,30,35
"Gray-Mage","Trump",22,"Trump Branding",35,70,40
"Gray-Mage","Trump",23,"Living Trump",40,100,45
"Gray-Mage","Trump",24,"Trump Cyberdemon",45,100,45
"Gray-Mage","Trump",25,"Trump Divination",30,30,30
"Gray-Mage","Trump",26,"Trump Lore",35,50,45
"Gray-Mage","Trump",27,"Heal Monster",36,55,40
"Gray-Mage","Trump",28,"Trump Dragon",39,80,40
"Gray-Mage","Trump",29,"Trump Meteor",41,45,70
"Gray-Mage","Trump",30,"Trump Demon",47,100,40
"Gray-Mage","Trump",31,"Trump Greater Undead",48,100,40
"Gray-Mage","Trump",32,"Trump Ancient Dragon",49,100,40
"Gray-Mage","Arcane",1,"Zap",1,1,20
"Gray-Mage","Arcane",2,"Wizard Lock",1,1,33
"Gray-Mage","Arcane",3,"Detect Invisibility",1,1,33
"Gray-Mage","Arcane",4,"Detect Monsters",2,1,33
"Gray-Mage","Arcane",5,"Blink",2,2,33
"Gray-Mage","Arcane",6,"Light Area",4,4,40
"Gray-Mage","Arcane",7,"Trap & Door Destruction",5,5,33
"Gray-Mage","Arcane",8,"Cure Light Wounds",6,5,44
"Gray-Mage","Arcane",9,"Detect Doors & Traps",7,6,40
"Gray-Mage","Arcane",10,"Phlogiston",8,8,60
"Gray-Mage","Arcane",11,"Detect Treasure",9,8,50
"Gray-Mage","Arcane",12,"Detect Enchantment",9,9,50
"Gray-Mage","Arcane",13,"Detect Objects",9,9,50
"Gray-Mage","Arcane",14,"Cure Poison",11,10,50
"Gray-Mage","Arcane",15,"Resist Cold",12,12,50
"Gray-Mage","Arcane",16,"Resist Fire",13,12,50
"Gray-Mage","Arcane",17,"Resist Lightning",14,12,50
"Gray-Mage","Arcane",18,"Resist Acid",15,12,50
"Gray-Mage","Arcane",19,"Cure Medium Wounds",16,14,33
"Gray-Mage","Arcane",20,"Teleport",18,15,50
"Gray-Mage","Arcane",21,"Identify",20,20,60
"Gray-Mage","Arcane",22,"Stone to Mud",22,16,60
"Gray-Mage","Arcane",23,"Ray of Light",25,18,60
"Gray-Mage","Arcane",24,"Satisfy Hunger",28,20,70
"Gray-Mage","Arcane",25,"See Invisible",28,20,60
"Gray-Mage","Arcane",26,"Resist Poison",31,25,70
"Gray-Mage","Arcane",27,"Teleport Level",35,35,80
"Gray-Mage","Arcane",28,"Teleport Away",40,30,70
"Gray-Mage","Arcane",29,"Recharging",41,30,66
"Gray-Mage","Arcane",30,"Detection",42,30,80
"Gray-Mage","Arcane",31,"Word of Recall",45,50,70
"Gray-Mage","Arcane",32,"Clairvoyance",49,100,80
"Gray-Mage","Craft",1,"Minor Enchantment",1,1,20
"Gray-Mage","Craft",2,"Regeneration",2,2,20
"Gray-Mage","Craft",3,"Satisfy Hunger",3,3,30
"Gray-Mage","Craft",4,"Resist Cold",5,5,35
"Gray-Mage","Craft",5,"Resist Fire",6,5,35
"Gray-Mage","Craft",6,"Heroism",8,6,45
"Gray-Mage","Craft",7,"Resist Lightning",9,5,35
"Gray-Mage","Craft",8,"Resist Acid",10,5,35
"Gray-Mage","Craft",9,"See Invisibility",12,12,45
"Gray-Mage","Craft",10,"Remove Curse",15,14,40
"Gray-Mage","Craft",11,"Resist Poison",17,15,60
"Gray-Mage","Craft",12,"Berserk",20,17,55
"Gray-Mage","Craft",13,"Self Knowledge",23,18,85
"Gray-Mage","Craft",14,"Identify",26,22,50
